source,target,dataset
rama miinribi kaxon jaskáashokotanwe akin,vete y haz tú lo mismo,religioso
ja nokon joni itin keenaibora jaton keena keskáres akí jenéti iki ea kopi masá teneti jawemabi ixon ea chibankanwe,el que quiera seguirme que renuncie a sí mismo cargue con su cruz y me siga,religioso
ja ainbo jaskatibo jakenbira en nete nenkeaxonboreske jawen ochabo akonkin jenetaanan abanon dios ikonhakin ixon ikaxbira ja ainbo wetsabo betanbires yorantibo akí jenekashamai,le he dado tiempo para que se arrepienta pero no quiere dejar su prostitución,religioso
jato jaskáai ninkáxon jesussen yoia iki,jesús los oyó y les dijo,religioso
jatíbi maton akai jawékibo keenshamanxon akanwe ja non ibobi jawen tee axonai shinantaanan jonibo axonai shinantaanama,cualquier trabajo que hagan háganlo de buena gana pensando que trabajan para el señor y no para los hombres,religioso
jainoax neskata iki,y dijo,religioso
jara ja diossen shinanman moa onanmaa iká iki ja non ibon raanai kristo oinnamabi mawátima,le había sido revelado por el espíritu santo que no moriría antes de haber visto al mesías del señor,religioso
jainshamanra min jato yoike maestró akin,maestro has hablado bien,religioso
joni xaen kishpinmani,el hombre que fue salvado por el oso hormiguero,cuentos
ja joi nínive apoiba nokóketianra jawen yakátiainoax wenixon ja apo ixon saweai chopa jopexon oniskin ati chopa janribi sawea iki jaskáaxa mainbi yakata iki,la noticia llegó hasta el rey de nínive que se levantó de su trono se quitó el manto se vistió de saco y se sentó sobre cenizas,religioso
oinwe itibi keskai akana apakekin ixon ja wishabo,fíjate si los textos han sido escritos en nivel alfabético,educativo
jatian basi iiti jane wishikaati inontian galileankonia judas janbix joni koshi jikia iki chibankanon ikax jaskáakenbira jaribi retekana iki jatian já ikonhaiboribi moa janbiskana iki,tiempo después en la época del censo surgió judas el galileo que arrastró al pueblo en pos de sí pero también éste pereció y todos sus seguidores se dispersaron,religioso
nokon keen wetsá ja jakonma jawékibo mawayamawe,hermano muy querido no imites lo malo sino lo bueno,religioso
naikan kakinra jan jato iboa jakonmabo boá iki jainxonra jawen tee ati onan shinan jonibo menia iki iki,subió a las alturas llevó cautivos y dio sus dones a los hombres,religioso
jatikaxbi ikana iki ratékanabo itan jaton shinanbobi yama jaskatax jatonbinix yokakanani neskákana iki jaweki winókana ikibo ikana iki,todos estaban asombrados y perplejos y se preguntaban unos a otros qué querría significar todo aquello,religioso
nato jawékira iká iki ja jesussen reken peokin ja galilea main iká kaná jemankoxon ja oinxon onanti ratéti jawéki aká,esta señal milagrosa fue la primera y jesús la hizo en caná de galilea,religioso
jan teeti kitbo,kit de materiales,educativo
jatian jaweranoki rabé iamax kimisha inonbi nokon janenko tsinkíkana iki jainriki ea jato betan akin jato aká iki,pues donde están dos o tres reunidos en mi nombre allí estoy yo en medio de ellos,religioso
ochóma jema ikainkobo bonon bokanwe jainribi jato diossen joi yoii,vámonos a los pueblecitos vecinos para predicar también allí pues para esto he salido,religioso
weníkanwe moa noa bokanon,levántense vámonos,religioso
joékan akai keskáakinra jatíbiainoa jonibo tenanoxiki jainoax ja min israel jonibaon rabitiribi inóxiki iki,luz que se revelará a las naciones y gloria de tu pueblo israel,religioso
bakebaonra jaton shinanaibo yoikanai itan jawe kopiki jaskaakin shinanai ixon yoiyai ja koshi janeti tsinkikanainko,los estudiantes plantean sus ideas y argumentan sus posiciones en un debate relacionado con las propuestas antes de la elección del delegado,educativo
ja trigo texkan siwáshokobaonra aibake ja jakonshaman texkanbo pikin keyokin jaskarabo namáxon onankaskin ja onan jonibo kenamaxon en jato yokatabira ea tsonbi onantiakin yoiti atipanyamakanke akin aká iki,las espigas vacías se tragaron a las espigas hermosas se lo he contado a los adivinos pero ninguno de ellos me lo ha podido explicar,religioso
miarin ja joti yoikani iamaxon wetsaki non manati iki,eres tú el que ha de venir o tenemos que esperar a otro,religioso
jato oinmawe jaskaaxon portafolio ati,presenta el instructivo para la elaboración del portafolio,educativo
eara dios akin shinanhoma iki itan jato akinti shinanhoma joni iki,es cierto que no temo a dios y no me importa la gente,religioso
nokon wetsabo wetsaboki jakonmaibo yoyo iamakanwe maton aká jawékibo mato diossen yoinxonyamanon ja jaton aká jawékibo jato yoixonaira moa joibi iki,hermanos no se peleen unos con otros y así no serán juzgados miren que el juez está a la puerta,religioso
minki jaweakai natora romamea joni iki akin,qué ibas a hacer ese hombre es un ciudadano romano,religioso
jaskaaxon jaton jane wishakan joyonti axeawe jakoni axekanti kopi,ofréceles ayuda dependiendo de la forma como construyen su nombre,educativo
nato joibo ataanan ja bochiki,usando las expresiones encima de,educativo
ikaxbi kristo mato meran jaketianra maton kayaribi janoxiki moa mato diossen ochaoma keskáakin oinna kopí ikaxbi maton yorara mawáti jake moa ochan tsaia ikax,pero cristo está en ustedes y aunque el cuerpo lleve en sí la muerte a consecuencia del pecado el espíritu es vida por haber sido santificado,religioso
ja profetabaon wishani kirika meranra ikai neskati,está escrito en los profetas,religioso
jainoara jene besenen niax joaitian oinnax yoshinra ibirai ikax raketi saa ikana iki,al verlo caminar sobre el mar creyeron que era un fantasma y se pusieron a gritar,religioso
cuadriculado kirika peibo,cuadernillos de hojas cuadriculadas,educativo
jatianra jaskáakin diossen shinanna iketian mato oinni kaax ea raroshaman matoiba nokóti iki jatianparira moa jain ikax jawetio basitaniribi ea tantiti iki,así llegaré con alegría donde ustedes y si dios quiere descansaré en su compañía,religioso
nonra onanke diossen ja non ibo jesús jirimani keskáakinribi já betanbiribira noa jan jirimanoxiki ixon jainxonra mato betanbiribi ja ikainko noa bonóxiki,sabemos que aquel que resucitó a jesús nos resucitará también con jesús y nos pondrá cerca de él con ustedes,religioso
jaskara jonibora ja ibo jesukristo janenko non yoiai jaskatax jakon jati kopikaya jakonaxes teekantiakin,a ésos les mandamos y les rogamos por cristo jesús nuestro señor que trabajen en paz y se ganen el pan que comen,religioso
maríara iká iki josekan binoxon yoia moa jen ika ikaxbi biamapari ikenbira maría toota iki diossen shinanman atipana koshin imaa,maría su madre estaba comprometida con josé pero antes de que vivieran juntos quedó embarazada por obra del espíritu santo,religioso
ikaxbi jaweratonki ikonhayamai jara moa masá tenetiain iki diossen jabicho bake ikonhayamaa kopí,en cambio el que no cree ya se ha condenado por el hecho de no creer en el nombre del hijo único de dios,religioso
jaskara ikenbira ja onan jonibo rabinkanon ixon ja onanmanin yoinkanaibo jato diossen katota iki jatian ja kikinman shinanmeetaibo rabinkanon ixonra ja kikinmashoko jonibo jato katota iki,dios ha elegido lo que el mundo considera necio para avergonzar a los sabios y ha tomado lo que es débil en este mundo para confundir lo que es fuerte,religioso
"non ati jake shinankin bakebobetan jaskatax noa teeti kopi jain axeti benxoai mesko akinbo shinanxon itanribi mesko jan toponti jawekibo bexon tsamanti,",se proponen situaciones problemáticas a través de las cuales los estudiantes realizarán creativas decoraciones y explorarán diversos materiales del sector,educativo
ramatian jaxon non masá teneai jawékibo riki en oinna jawemabi jaskata pekáo noa diossen jakon netenko iki katibo shinanxon non oinna,estimo que los sufrimientos de la vida presente no se pueden comparar con la gloria que nos espera y que ha de manifestarse,religioso
enra nokon joi yoiai mia raanxonai janra mia jan kati bai benxoaxonti iki,mira te voy a enviar a mi mensajero delante de ti para que te prepare el camino,religioso
"jaskashaman akin kirikameran ati ikabo,",silueta del texto,educativo
jaweranomein iki ja joni,dónde está ése,religioso
jaskáakana ja icha jonibo ikainoa wetsaorishoko ioxon ja jonin pabíki meran jesussen jawen metoti niaa iki jainxon jawen keyonman ja jonin jana tii axona iki,jesús lo apartó de la gente le metió los dedos en los oídos y con su saliva le tocó la lengua,religioso
jabora akonbireskin jatíbitian jato kastiganoxiki jaskataxa ja atipana koshia itan penébires ibo betan iamai ochóbires potakaanoxikanai,serán condenados a la perdición eterna lejos del rostro del señor y de su gloria irresistible,religioso
jawekeskaxon diossen joi ayorakin onannarin tson axeama ixonbi,cómo puede conocer las escrituras sin haber tenido maestro,religioso
jatikaxbi tsinkikanai jaskaaxon janekanti kopi jato renixoni kai bake,participan democráticamente en la elección de un delegado que representará su aula,educativo
jain basichaa ikax moa tekíkaini antiokíain kaa iki,subió a saludar a aquella iglesia y después bajó a antioquía,religioso
ikaxbi jato xaranmeabira en mato katota iki jaskara kopíra mato ja jonibaon omiskanai mato jabo keskáma iketian,pero ustedes no son del mundo sino que yo los elegí de en medio del mundo y por eso el mundo los odia,religioso
awe itan shinanwe matematicamente situacion de regularidad ikainko,actúa y piensa matemáticamente en situaciones de regularidad,educativo
¿caperucita roja yoiyain?,¿dónde dice la caperucita roja ?,educativo
ja wishaa joni mawatamapari ikenra ja wishá jawe koshiomabi iki jawetianki ja joni mawatai jatianparira ja wishá koshi iki,el testamento no tiene fuerza mientras vive el testador y la muerte es necesaria para darle validez,religioso
jaweranoabora mato ibirai enra mato onanyamake,no sé de dónde son ustedes,religioso
"iti jake chibana jawen topontinin,",acompañado de nuestra mediación,educativo
jatian ja ebé yoyo ikai ángel iká iki ja jemayabi jawen xepótibo itan ja katea chiké jan toponti orobires metro tsomaya,el ángel que me hablaba tenía una caña de medir de oro para medir la ciudad las puertas y la muralla,religioso
ja nato manátininra jaoraobi taxkemayamakin akonkin non kaya koiranna iki taxkemayamakin anklanin wapóro tewanai keskáakin noa jan manatara ja diossen xobo meran iká chopa panaabi bebanbaini naikan nokota iki,esta es nuestra ancla espiritual segura y firme que se fijó más allá de la cortina del templo en el santuario mismo,religioso
yokawe jato jakia shinanbo ninkatikomatanibo ixon,hazles notar si alguna idea está poco clara y requiere ser reescrita,educativo
matobo neri bekanwe nokon papanra mato jakon imake ja nato nete jonianontianbi matonribi dios betanbi jainxon jato ikinti nete axona iboakanwe,vengan benditos de mi padre y tomen posesión del reino que ha sido preparado para ustedes desde el principio del mundo,religioso
miara jaai kati jake jain banakanabo iamai mainko jainoax jawetianbi oi beyamai mainkoribira mia jaai kati jake,mira vivirás lejos de las tierras fértiles y lejos del rocío del cielo,religioso
diossenra ea osánmaa iki jatian jatíbi jan ea benbo bakeya onanabaonra ebetan osánkanti iki,dios me ha hecho reír y todos los que se enteren se reirán también,religioso
jaskara ikenbira noa kishpinmai diossen jawen jakon shinan itan jawen noimisti shinan jonibo jato onanmataanan,pero se manifestó la bondad de dios nuestro salvador y su amor a los hombres,religioso
nete xabáketian joni koshi ikax jawen yakátinin moa yakata iki jainxon pablo bexonkanon ixon jato yoia iki,al día siguiente se sentó en el tribunal y mandó llamar a pablo,religioso
ichakinbora ja yoshinman retekaskin chiikibo pakémai itan jenebo tsakamai jaskara iken atipanxon noibaxon noa akinwe akin,le contestó desde niño y muchas veces el espíritu lo lanza al fuego y al agua para matarlo por eso si puedes hacer algo ten compasión de nosotros y ayúdanos,religioso
wetsa min rareboboki neno jaríbaa min benbo bakebo betanbi bake ainbobo jainxon min rayosbo biwé jainoax nato jemamea min jatíbi jawéki jabo jokonhaxon nenoax ochó itiakin botanwe,a quién más de los tuyos tienes aquí tus yernos tienes que llevar de este lugar a tus hijos e hijas y todo lo que tienes en la ciudad,religioso
jatian jakiribi ja ian shitai joáx jainoax kawanainko joribaketian ja manai iikin raroshamankin jonibaon bikana iki,ya había gente para recibir a jesús a su regreso pues todos estaban esperándolo,religioso
wetsa nete xabáketian yamékiri abimelek wenixon jawen yonotibo kenaxon jatíbi jaskáakin namáwana jato yoia iki,abimelec se levantó muy de mañana y llamando a todos sus oficiales les contó privadamente todo esto,religioso
ja rabitai jonibaon anoxon shinankana jawékibora jato ras akanaana iki,deshizo a los soberbios y sus planes,religioso
bekanwe benbo bake itan ainbo bakebo segundo gradoainoa,bienvenidos niños y niñas del segundo grado,educativo
jatian ja kimisha nete wetsa iti pochínikon meskó ani jemamea jonibo meskó axéya jonibo meskó joiabo itan meskó jonibaon kimisha nete senen jaton yorabo oinnoxikanai jainxonra miinkaskanainbi jato amayamanoxikanai,y durante tres días y medio gente de todos los pueblos razas lenguas y naciones contemplan sus cadáveres pues no está permitido sepultarlos,religioso
mia riki jakonma itan chikish joni ja jain banaa ixonmabi jainoa bikaskin en jato yokákin teai onanna ixonra,servidor malo y perezoso si sa bías que cosecho donde no he sembrado y recojo donde no he invertido,religioso
ikaxbi ja jakonhai keská iikinbi ea jan jakonmaatira neno ebetanbi mesan itinke,sepan que la mano del que me traiciona está aquí conmigo sobre la mesa,religioso
jatíbi ja sakerdotebaon koshibo riki jonibo xaranmea katóxon imakanabo jabo riki janekana jato kopi dios betan yoyo iti itan ja dios menikanaibo jato boxonti jainoax jaton ocha kopi yoina jato retexonti,todo sumo sacerdote es tomado de entre los hombres y los representa en las cosas de dios por eso ofrece dones y sacrificios por el pecado,religioso
ja en mato betan jaskara ati shinanna joi maton chiní bakeboyaxonbi maton senenhati riki,esta es mi alianza contigo y con tu raza después de ti que ustedes deberán guardar,religioso
¿jaweatiki non joyonti iki rotulosbo nato jawekibo ikainko?,¿para qué nos sirve colocar rótulos a los objetos?,educativo
¿jawekeskaxonmein non ati iki onankin jawe tsama jawekibokayaki jain itina ixon?,¿cómo haremos para saber qué hay en cada lugar?,educativo
"jaskara kopira,",frente a ello,educativo
ribojoya itanribi jayaoma,con imágenes y sin ellas,educativo
jaskara iken ja maton ikainkobo kikinni koirameekanwe ja onanmabo ikai keskati jayamakanwe onanbo ikai keskatikaya jakanwe,examinen pues con mucho esmero su conducta no anden como tontos sino como hombres sensatos,religioso
ikonshamanra en mato yoiai jaweratoki ea ikonhaax eki koshiai janra ja en akai keská teeboribi atiki jainxon ani wetsa teeboribi ati iki ea nokon papa ikainko kaai kopí,en verdad les digo el que crea en mí hará las mismas obras que yo hago y como ahora voy al pad re las hará aún mayores,religioso
maxkocha itan maxkoshokobo,medianas y pequeñas,educativo
ja min yoia keská ea jawebi winóyamanon ja ibo ea yokáxonwe akin,rueguen ustedes al señor por mí para que no venga sobre mí nada de lo que han dicho,religioso
enra jatíbi jawékibo moa ake,ya está hecho,religioso
minra jato shinankinti jake jaweranoki maxkata ixon,sino que debes ayudarlos a pensar en cuáles son las que necesitan,educativo
enra mia neskáakin yoiai ja non jointi jakonshaman ikax jakonma aká shinan meran yamaax itan akonkin dios ikonhatonin imaa wetsabo betanribi noiananax jakana iti kopí,el fin de nuestra predicación es al amor que procede de una mente limpia de una conciencia recta y de una fe sincera,religioso
jatianra en mato yoiai,y les digo que ya no me volverán a ver hasta que digan,religioso
ja makedoniainoax bekana non wetsabaonra joxon ea maxkata jawékibo ea menikana iki maton akinnon ikaxa ea matokibichoira manáyamaa iki jatíbitianra ea jaskara iti jake,me cuidé de ser un peso para ustedes y todavía me cuidaré,religioso
¿joyonti iamax jawekibo merati?,ordenar o ubicar objetos?,educativo
non ibo dioski yoiti ikanwe maton chopa waxatitianbi jatíbi maton shinanyanixbi jaki yoiti ikanwe ibora akonkin noimis itan onísamis iki jato jaweatima shinanyaresiki ikira ikai,rasguen su corazón y no sus vestidos y vuelvan a yavé su dios porque él es bondadoso y compasivo le cuesta enojarse y grande es su misericordia envía la desgracia pero luego perdona,religioso
jatian jato esekin jesussen yoia iki neskákin,en su enseñanza jesús les decía también,religioso
"jan toponti meskokan sikayabo,",regletas de colores,educativo
jaskaxon yoia iki ibonra neskara yoike jabicho min bake ikenbi enra mia meniamai iki mia iamaa iketianra nokon janenkobi en mia yoiai,y le dijo juro por mí mismo palabra de yavé que ya que has hecho esto y no me has negado a tu hijo el único que tienes,religioso
jatian ja jerusalénhain fiesta winoti boabo jawetii grekiainoa joniboribi jain ikana iki ja fiestankoxon dios rabii boabo,también un cierto número de griegos de los que adoran a dios habían subido a jerusalén para la fiesta,religioso
jaweratobaonki ja onsá yoina rabiai itan já jisábiakin akanaribi rabiai jainoax jaton betonkoain iamaax jaton mekenhain jawena inoxon jato onantiamai,si alguno adora a la bestia y a su imagen y se deja marcar la frente o la mano,religioso
"wishawe meskokeska kirikabo itanribi ninkatishama akin,","escribe diversos tipos de textos con algunos elementos complejos y con diversas temáticas,",educativo
benbo bake itan ainbo bakebo yokawe jawe janeshamamein kenai jaton ika janeti,pide a los niños y las niñas que elijan el nombre que más les gusta para cada sector,educativo
jatian texeakana ja panyabi yapa pakexbo tsinkíkanara chonka rabé tasá bocho iká iki,incluso se llenaron doce canastos con los pedazos de pan sin contar lo que sobró de los pescados,religioso
¿jaweki non bakish nete aibata?,¿qué hicimos ayer?,educativo
jato jaskáa jatobires yokakanani neskatibo yoyo ikana iki,ellos razonaron entre sí,religioso
eara moa jayamai ixon onanxonra en mia shinanna iki ibó en mia yokata joira mia iboamaa xobonko miiba nokota iki,a las raíces de los montes descendí al país cuyos cerrojos se cierran para siempre pero me hiciste subir de la fosa oh yavé mi dios,religioso
nonra jakon akin joyonai axetiainko jan noa teetikai jawekibo,organizamos los objetos del aula,educativo
ja jonibora kaín iní keskatiribi iki ikanai koríki gananti shinanyares ikaxa balaam iní keskaribii jakonmain pakékanke jainoax ja koré iní keskaribiira jaton yotimaninbi ja jonibo mawati iikanai,siguen los pasos de caín se extravían por causa del dinero al igual que balaán y se pierden como el rebelde coré,religioso
jatian ja jenemeax mapékin nai chopetaitian oinna diossen shinan westíora xotó keska jaki joáx itoshia iki,al momento de salir del agua jesús vio los cielos abiertos el espíritu bajaba sobre él como lo hace la paloma,religioso
ramara min oini kai jan yoronkanai jaya teeti planificadores ja gradona,a continuación encontrarás los planificadores que se requieren para el grado,educativo
ja reken aká jonira mai poto aká iká iki jatian japekaokea joni riki naikanmea,el primer hombre sacado de la tierra es terrenal el segundo viene del cielo,religioso
nato judío jonibobicho riki ja diossen ikinaton jatikiriti iká joi yoikin ea akinnabo jatian jabaonribira ake ea kikinhakin shinan koshimakin,son los únicos de raza judía que están trabajando conmigo por el reino de dios y que han sido para mí un consuelo,religioso
jawekopiki ja yoshin non pikoti atipanyamawana,por qué no pudimos expulsar nosotros a ese espíritu,religioso
jaskara iken ebé joi akaibó noabora jawen awinin yonoti betan bakeaa bake iní keskamabo iki noabora ikanai jawen awin betan bakea bake iní keskabo,hermanos nosotros somos hijos de la mujer libre y no de la esclava,religioso
jan taxnanti itan jan jawekibo xateti,goma y tijeras,educativo
tsoarin nato joni,quién es éste,religioso
boxon ja maton jaskara oinnabo itan maton ninkatabo juan keshantankanwe,vayan y cuéntenle a juan lo que ustedes están viendo y oyendo,religioso
¿jawekeska axonmein non jakon akin portafolio ati iki?,¿qué haremos para elaborar el portafolio?,educativo
¡jawekeskataxki ea jain axei jakona!,¡y cómo cambió mi salón!,educativo
jaskara iken ibanon ja en meniibata jawékiabi baneti jatianra ja en meniti yoiibata jawéki paranyamakin en bomaa menikaskin min rotoa iketian noki shirokantima iki akin,que se quede no más con la prenda con tal que la gente no se ría de nosotros después de todo yo le mandé el cabrito y si tú no la has encontrado yo no tengo la culpa,religioso
jatianra westíora ankianon ea yokata iki,uno de los ancianos tomó la palabra y me dijo,religioso
¿ jaweboki noa moa axeibata ?,¿qué hicimos en la sesión anterior?,educativo
jain peoti ochoma,o próximo al alfabético,educativo
jatíbira en atipanke kriston ea koshi menia,todo lo puedo en aquel que me fortalece,religioso
jaskaaxon jakon akin jaweki akanti kopi neskara yokabo axon jato akinwe,favorece la búsqueda de estrategias con estas preguntas,educativo
ikaxbi wetsabaon jakonmaaka maton ja shinankin jeneyamaitianra maton papa diossenribi mato ja shinanxonkin jenetima iki ayunanti yoii iká,pero si ustedes no perdonan a los demás tampoco el padre les perdonará a ustedes,religioso
¿jawekeska axonki wetsabaon onanti iki tsoaboki ja tsamakan itintiki ixon ?,¿cómo pueden saber los demás quiénes forman el grupo?,educativo
ja nai koinman nokon koshki iketian oinxonra en shinanti iki jatíbi nato netemea jonibo betan itan jatíbi yoinabo betan jatíbitian jaskara senenhabekonti en benxoa joi,pues el arco estará en las nubes yo al verlo me acordaré de la alianza perpetua de dios con toda carne o sea con todo ser animado que se mueve sobre la tierra,religioso
jatian moa jato joi yoikin senenhataanan jaonmea onannaibo jesussen yoia,cuando jesús terminó todos estos discursos dijo a sus discípulos,religioso
logran ixon seguir yoyo ati sólo vista betan,si logran seguir la lectura sólo con la vista,educativo
ikaxbi matora ja sión janeya mananman moa nokokanabo iki ja jiria diossen jemanko ja nai netemea jerusalénhain ja dios rabii icha ángelbo tsinkíkanainkoribi,ustedes en cambio se han acercado al monte de sión a la ciudad del dios vivo a la jerusalén celestial con sus innumerables ángeles,religioso
jatian jesussen jato yoia iki,entonces les dijo,religioso
jato betanra wetsa non wetsaribi non raanai janra icha jawékiainbo jakonhakin noa akinna iki jatian ramara bebonbires mato akinti shinanke jaribi matoki koshixon,por eso enviamos con ellos a otro hermano que nos dio en muchas ocasiones numerosas pruebas de su celo y que ahora se siente más entusiasta por la gran confianza que tiene en ustedes,religioso
jatian ja boí ian naponbekon ikanaitianra moa yameta iki jatian jesúsbiribi jabicho jainbipari iká iki,al anochecer la barca estaba en medio del lago y jesús se había quedado solo en tierra,religioso
eara jaskáawanke ja min yanka yonotinin iki jawen awinin jaskáakin potifar keshana ikonbiresi sinata iki,cuando el patrón oyó lo que le decía su esposa mira lo que me ha hecho tu esclavo se puso furioso,religioso
nokon kaibobo eara fariseo joni iki nokon anibora fariseobo ikana iki ja mawábo jiriti iki ikábo en ikonhai kopíra ea maton jaskáai akin,hermanos yo soy fariseo e hijo de fariseos y ahora me están juzgando a causa de nuestra esperanza a causa de la resurrección de los muertos,religioso
jatian ja ángel naman já rabii ea chirankoota iki ikaxbi jan ea yoia iki,caí a sus pies para adorarlo pero él me dijo,religioso
¿iti atipanke maton kaibobo?,¿quizás sus familiares?,educativo
benbo bake itan ainbo bakebaonra portadoresbaon akai itan meskokeska jain wishakanainko merai,los niños y las niñas se vincularán con los portadores y los diversos textos que se encuentran en ellos,educativo
ja kanaán main iká betel jemanko ea inontianra ja jatíbi atipana dios eki pikóxon jakonbires janon ixon ea jakon shinanxonkin,el dios de las alturas se me apareció en luz en el país de canaán y me bendijo diciendo,religioso
¿jawekopiki non croquis aka?,¿para qué nos serviría el croquis?,educativo
jaskatax moa jainbi yametax jakob jain oxaa iki,pero eres tú quien me dijo te colmaré de bienes y tu descendencia será como la arena del mar que nadie puede contar,religioso
icha jonira bari pikotaiorikeax itan bari jikiaiorikeax benóxikanai jabora inoxiki diossen jawékiati aká jawékiaki abraham betan isaak jainoax jakob betan ja diossen ikinaton jati netenko tsinkiti,vendrán muchos del oriente y del occidente para sentarse a la mesa con abraham isaac y jacob en el reino de los cielos,religioso
jabishamanra beibanxon oinnoxikanai jaton betonkoainra jawen jane wisháyabo inoxikanai,verán su rostro y llevarán su nombre en la frente ya no habrá noche,religioso
ja chiní nokotabo westíora horares teekankenbira noa akátiiribi min jato kopíake noabokaya ikonbiresi bari napobi iibaiti teekenbi akin,estos últimos apenas trabajaron una hora y los consideras igual que a nosotros que hemos aguantado el día entero y soportado lo más pesado del calor,religioso
jatian jaskara ikaxki ja non senenhati esé moa jawemabi iki ja kristo ikonha kopíres noa kishpinmeeti ikax ikama jaskarama riki ja kristo ikonhaax jaki koshixonresa non ati atipanke ja esekan yoiai jawékibo senenhakin,creen ustedes que con la fe suprimimos la ley de ninguna manera más bien la colocamos en su verdadero lugar,religioso
jan taxnanti,cola sintética,educativo
jaskaribiakin jato yoia iki kikinhakin koiranxon ja joni koshi félixiba bokanon ixon,pablo es llevado a cesarea,religioso
jatian ja joi akaibaon jaskara onanxon saulo kesareanko iokana iki jainoabiribi tarsoain tekikin raankana iki,los hermanos se enteraron y lo llevaron a cesarea y desde allí lo enviaron a tarso,religioso
jatiribi yokabora iti atipanke,algunas de las respuestas podrían ser,educativo
moa yametaitian ikonbiresi abram oxaa iki ja basimabi moa kikin yamé meran iká iki jatianra ikonbiresi raketa iki,cuando el sol estaba a punto de ponerse abram cayó en un profundo sueño y se apoderó de él un terror y una gran oscuridad,religioso
jaskarabo oinnaxa jatikaxbi jesús yoii neskatibo peokookana iki,entonces todos empezaron a criticar y a decir,religioso
jaskáakana pilaton jato yoia iki,pilato les respondió,religioso
jawe jakonki aká jaskáakinres yoixon,de qué les sirve eso,religioso
jaskati jakoni bimiamai jiwibora moa xatexon menotires iki,todo árbol que no da buenos frutos se corta y se echa al fuego,religioso
natoki tsoabo iki,qué tienen que ver todos estos contigo,religioso
shinanwe nato coadroainra iti jake westiora jatixonbi ointianko jaskaaxon jakiribi axetiankoxon oinribiti kopi,ten en cuenta que este cuadro debe permanecer en un lugar visible del aula para retomarlo durante la revisión,educativo
ea keenai riki neskáakin en mato akinnaitian diossen paranan ikin jabaonribi ikonhaax jatíribi nokon kaibobo kishpinmeekantin,es porque quiero despertar los celos de mi raza y así salvar a algunos de ellos,religioso
jaweratonki non ibo jesukristo noiamai abánon diossenbi masábires tenemakin jowé non ibó,maldito sea el que no ama al señor maran atha ven señor,religioso
rekenpari yoi ika jakon bekanwe itan nokoanana ika,la primera dedicada a saludarse y reencontrarse,educativo
jatian jaskara iikinra josekan jawen wetsabo yoia iki neskáakin,josé dijo a sus hermanos,religioso
jaskara ikenra en mato yoiai,pues bien yo les digo,religioso
ikon jakonbo ixonra maton wetsa westíora neno kárkel meran maton potabainti jake jatian mato jatíribibora maton itinko banéibatabo jato jawékiati boxoni moa kati jake,si han dicho la verdad que se quede sólo uno de ustedes como prisionero en la casa de la guardia donde ahora están y los demás llevarán el trigo que tanta falta hace en sus casas,religioso
jatíbitian raroshamanres ikanwe,estén siempre alegres,religioso
jatianra nato wishá meran jakiribi yoiribiai,aquí lo volvemos a encontrar,religioso
topontibo awe itan jaskaxon atibo shhinanwe,elabora y usa estrategias,educativo
jatian ikonhayamani ixonbi moa judíobaon ikonhakanketianra jakiribi jawen jonibo jato diossen imatiki jaskáakin jato jakiribi imati atipana koshia riki dios,en cuanto a ellos si no se obstinan en rechazar la fe serán injertados pues dios es capaz de injertarlos de nuevo,religioso
¿jawe kopiki anita rabikanai?,¿por qué anita es felicitada?,educativo
"jaska axon timpo ikai toponti iamax koriki toponti,",cálculo de tiempo o de dinero,educativo
"jatian shinana iki pishta riki ixon, jatian ishtoncha kaa iki.","al acercarse vio al mono tocando tambor, al zorro tocando quena y al motelo aplaudiendo.",cuentos
ja jawen katinkobiribi kakin jawen ati tee iká judassen jenebaina joi yoii kati tee binon ixon akin,para ocupar este cargo y recibir este ministerio y apostolado del que judas se retiró para ir al lugar que le correspondía,religioso
yoiwe jato akanon akin grafismosbaon iamax ribojoboyabo,diles que pueden acompañarlo con grafismos o dibujos,educativo
westiora cartel ikainko jato wishaxonwe nato atikoma jawekibo jato koshin yoyo axoonan,preséntales en un cartel el siguiente problema y lee con voz clara,educativo
jainoax iribai neskati,y también leemos,religioso
¿jaweranoki keyotai senen?,¿qué parte termina igual?,educativo
ja abraham reteanantanax joaitian ja bechii melkisedek kanontianra ja abrahamman chiní bakebo joniamapari ikaxbi moa ja meran ikana iki,pues de alguna manera leví estaba en su abuelo abrahán cuando melquisedec le vino al encuentro,religioso
jaskáaxon ea yoiwe non ibo bebonxon ja naikanmea dios iketian minki ati iki nokon bake isaak nato jain ea jaa kanaán mainkonia ainbo betan wanonaketian oinxonkin,y júrame por yavé dios del cielo y de la tierra que no tomarás para mi hijo una mujer de raza cananea pues vivo en medio de éstos,religioso
jaskáakana jato betan jesús kaa iki jatian moa xobonko nokoti bokanaitian ja kapitánman jawen onanna jonibo jato raana iki bechixon neskáakin yoikanon ixon,jesús se puso en camino con ellos no estaban ya lejos de la casa cuando el capitán envió a unos amigos para que le dijeran,religioso
jaskáakin yoikana pilaton jawen sontárobo yoia iki jato jaskáa boxon ja rekenainoa korosen ikápari kishi sekenankana iki jainxon ja jesús patax iká wetsa korosen ikáribi kishi sekenankana iki,fueron pues los soldados y quebraron las piernas de los dos que habían sido crucificados con jesús,religioso
ja neno ebé iká non wetsabaonribira mato saludo bomai,los saludan los hermanos que están conmigo,religioso
