source,target,dataset
nonra seneanyamake,no tuvimos éxito.,flashcards
nonra janbicho imake,tuvimos que parar.,flashcards
jainra iwanke non shinan,tuvimos nuestras razones.,flashcards
nonra ayamaibake,nunca tuvimos oportunidad.,flashcards
nonra ninkayamai jakoankin,nos entendemos perfectamente.,flashcards
jankeskara noa onanke,él parece conocernos.,flashcards
yoirakanke no,dijeron que no.,flashcards
mina riki jatibi,es todo tuyo.,flashcards
¿natorin mina?,¿esto es tuyo?,flashcards
¿mibe raenanairin ?,¿es amigo tuyo?,flashcards
ichatama onpaxyara noa ike,teníamos poca agua.,flashcards
shinan akara non iwanke,teníamos un acuerdo.,flashcards
merati bekanayara noa ibake bakish,teníamos visitas ayer.,flashcards
noara rao akaya iwanke,teníamos muchos muebles.,flashcards
non shinanyabora noa iwanke,teníamos nuestras razones.,flashcards
noaki oini bekenaixon non onanyama iwanke,teníamos visitas inesperadas.,flashcards
wetsakeska shinanya,teníamos nuestras diferencias.,flashcards
watoninra icha piai,él come mucho.,flashcards
watoninra kikianki yoyo apachoai,él leía mucho.,flashcards
enra ikoanyamataniai,lo dudo mucho.,flashcards
enra akai,lo hago mucho.,flashcards
basimara ike,no duró mucho.,flashcards
jakomacha riki,no vale mucho.,flashcards
wara kikini sei ikai,él grita mucho.,flashcards
wara kikini yoyo ikai,él habla mucho.,flashcards
nokon ken riki,me gusta mucho.,flashcards
eara pikoyamataniai,no salgo mucho.,flashcards
kikiankira tomnin xeai,tom bebe mucho.,flashcards
kikiankira tomnin yoyoakai,tom leyó mucho.,flashcards
tomanra ichaira xeai,tom toma mucho.,flashcards
kikiankira en namatai,yo sueño mucho.,flashcards
kikiankira watonin jotiai,ella fuma mucho.,flashcards
akaskinmabira en ake,lo siento mucho.,flashcards
nokon ken riki mia,me gustás mucho.,flashcards
enra mia noike,te quería mucho.,flashcards
enra mia kenai,te quiero mucho.,flashcards
kikinira winike tom,tom lloró mucho.,flashcards
¿ichairarin yokata?,¿es mucho pedir?,flashcards
rake jaweki riki,daba mucho miedo.,flashcards
ichairara yoyo ike,ella habló mucho.,flashcards
tee icha riki,es mucho trabajo.,flashcards
janra ponte yoiyai,eso aclara mucho.,flashcards
natonra icha akinai,esto ayuda mucho.,flashcards
kikin xanaira riki,hace mucho calor.,flashcards
matsira iwanke,hacía mucho frío.,flashcards
kikinira ea tsinike,me divertí mucho.,flashcards
kopima riki,no costará mucho.,flashcards
oxaira yamawe,no duermas mucho.,flashcards
jakoinrama riki,no importa mucho.,flashcards
jakon jawekira ea kenai,quiero mucho más.,flashcards
enra mia kikiakin shinanke,te extrañé mucho.,flashcards
eara kikiakin matsin akai,tengo mucho frío.,flashcards
kikinira ea tsekoai,tengo mucho hipo.,flashcards
enra ribinke icha koriki,debo mucho dinero.,flashcards
janra mesko jawekibo yoiyai,eso explica mucho.,flashcards
ichaira karo riki,hay mucho tráfico.,flashcards
enra mia ichbires shinanai,me importas mucho.,flashcards
enra icha masa akai,me preocupo mucho.,flashcards
miara manoirake,te perdiste mucho.,flashcards
ramara ea kikini teeke,trabajé mucho hoy.,flashcards
¿icha jawekiki ati ja?,¿durará mucho más?,flashcards
enra miki ichabires masa akai,me preocupas mucho.,flashcards
eara icha koriki keyoke,perdí mucho dinero.,flashcards
icha korikiya riki ea,tengo mucho dinero.,flashcards
kikini pikasira ea ike,tenía mucho hambre.,flashcards
icha korikiya,tiene mucho dinero.,flashcards
yamera kikini wei bewanke,anoche llovió mucho.,flashcards
rabekaxra icha tsinikanai,juegan mucho juntos.,flashcards
enra ichabires yoyo ati maxkake,necesito leer mucho.,flashcards
minra icha piamake,no almorzaste mucho.,flashcards
ja jisabires,nos parecemos mucho.,flashcards
nonra mia kikianki shinanke,te extrañamos mucho.,flashcards
oira beyorai,está lloviendo mucho.,flashcards
noara ikonbiresi tsinike,nos divertimos mucho.,flashcards
icha sereya riki noa,tenemos mucho tiempo.,flashcards
ichabires koiramekanwe,tengan mucho cuidado.,flashcards
nenora mia kikini axeai,aprenderás mucho aquí.,flashcards
nonra jawebi ayamake,perdimos mucho tiempo.,flashcards
ichaira poton ika,lleva mucho maquillaje.,flashcards
bakishra en icha yoyo akai,mañana estudiaré mucho.,flashcards
noara ikonbiresi tsinike,nos divertiremos mucho.,flashcards
eara icha axei iitai,estoy aprendiendo mucho.,flashcards
¿mia icha koriki maxkata?,¿necesitas mucho dinero?,flashcards
minra jawebi ayamake,malgastamos mucho tiempo.,flashcards
jara keyotian nokoke,ella llegó última.,flashcards
jatibira onanbires iki,todos son artistas.,flashcards
minra jakon akai,lo harás bien.,flashcards
miara jakomatai,te harás daño.,flashcards
tom merawe,encuentre a tom.,flashcards
noara jan batantiyoma iki,no tenemos azúcar.,flashcards
jawetianbira en jan batanti biamai,nunca compro azúcar.,flashcards
¿jaweti batanti min akai?,¿cuánto azúcar usas?,flashcards
enra mia akini iitai,te estoy ayudando.,flashcards
tomanra akinai,tom está ayudando.,flashcards
mia akinresi riki ea,sólo estoy ayudando.,flashcards
¿jaweranoaxki bekanai?,¿de dónde vienen?,flashcards
¿jaboribiki joai?,¿ellos también vienen?,flashcards
¿matoki ebetan joai?,¿ustedes vienen conmigo?,flashcards
tomra timananti onanke,tom sabe pelear.,flashcards
¡moa timananyamawe,¡dejá de pelear!,flashcards
maryra timananti onanke,mary sabe pelear.,flashcards
eara jakomanankashamai,no quiero pelear.,flashcards
jabaonra imayamaibake,ellos evitaron pelear.,flashcards
¿ikoni mia jakomanankasai?,¿realmente querés pelear?,flashcards
¿mia jakomaakana?,¿te hicieron daño?,flashcards
mia jakomati atipanke,podrías hacerte daño.,flashcards
ponteti yoyo iwe,di la verdad.,flashcards
"tom, yoyo itaniwe","tom, di algo.",flashcards
ea akinwe iwe,"di ""por favor"".",flashcards
min oracionbo meniwe,di tus oraciones.,flashcards
noa potayamawe,no nos deje.,flashcards
yoyo akin jenewe,deje de leer.,flashcards
jan kepenti jenewe,deje la llave.,flashcards
jawe mia yoixonban,deje un mensaje.,flashcards
bakish en mia oinban,te veo mañana.,flashcards
bakishra en akai,lo haré mañana.,flashcards
bakish mato oinban,los veo mañana.,flashcards
bakish mia oinban,te veré mañana.,flashcards
bakish mia kenaban,mañana te llamo.,flashcards
bakishra ja joribai,él vendrá mañana.,flashcards
bakishra tom joai,tom viene mañana.,flashcards
¿bakishki bariai?,¿mañana hará sol?,flashcards
bakishra ja joribai,él volverá mañana.,flashcards
bakishra en akinai,lo ayudaré mañana.,flashcards
bakishra en firimanai,lo firmaré mañana.,flashcards
bakishra non akai,lo haremos mañana.,flashcards
bakishra domingo iki,mañana es domingo.,flashcards
bakishra tsoabi teeyamai,mañana es feriado.,flashcards
bakishra navidad iki,mañana es navidad.,flashcards
bakishra jakon ikai,mañana hará bueno.,flashcards
bakishra jawe ati yamai,mañana será libre.,flashcards
bakishra noa kai,nos iremos mañana.,flashcards
bakishra en mia kenai,te llamaré mañana.,flashcards
bakishra tom joai,tom vendrá mañana.,flashcards
wetsa bakish jowe,ven pasado mañana.,flashcards
¿wetsakeskarin jawekibo?,¿he cambiado tanto?,flashcards
miaki moa wetsakeska iki,realmente has cambiado.,flashcards
¡kikini mia ania!,¡cómo has crecido!,flashcards
jawekibora wetsarebires ikai,las cosas cambian.,flashcards
enra ati yamake,yo debo rechazar.,flashcards
moara en boti onanke,ya sé manejar.,flashcards
janra boti onanyamake,no sabe manejar.,flashcards
ea bomawe,déjame manejar esto.,flashcards
jara jakon iki,eso es fundamental.,flashcards
noara paxkina iki,nos sentimos frustrados.,flashcards
shinan areskanwe,continúe su análisis.,flashcards
eara ishtoai,yo hago ejercicio.,flashcards
tomra ishtoai,tom hace ejercicio.,flashcards
tomra ishtowanke,tom hizo ejercicio.,flashcards
eara ishtoti jake,debo hacer ejercicio.,flashcards
miara ishtoti jake,deberías hacer ejercicio.,flashcards
¿miara canadiense joni iki,¿eres ciudadano canadiense?,flashcards
eara kirinko joni iki,soy ciudadano estadounidense.,flashcards
jara jan jaweki iki,es asunto suyo.,flashcards
ja jawekibora en yoiyai,reconsideraré el asunto.,flashcards
jonibaon korikira keyoke,malversó dinero público.,flashcards
¿mia westiora joiya iki?,¿tienes un lema?,flashcards
ichama xeanon iwe,tomamos un poco.,flashcards
wetsa jawekibora jawanke,había muchos otros.,flashcards
icha ebe raenantira en ake,hice muchos amigos.,flashcards
icha seneanti jawekibo akai,pone muchos deberes.,flashcards
icha discoya riki ea,tengo muchos discos.,flashcards
icha nokokasai jawekiya riki ea,tengo muchos sueños.,flashcards
icha ebe raenanaiya riki ea,tiene muchos amigos.,flashcards
icha yoyo ati kirikaya,tiene muchos libros.,flashcards
icha yoyo ati kirikara en bike,compré muchos libros.,flashcards
icha seneanti jawekiya,tengo muchos deberes.,flashcards
miara icha mibe raenanaiya iki,tienes muchos amigos.,flashcards
icha yoyo ati kirikaya,tienes muchos libros.,flashcards
¿icha mibe raenanaiyarin mia?,¿tiene muchos amigos?,flashcards
icha yapara mawaibake,muchos peces murieron.,flashcards
icha yapara mawaibake,murieron muchos peces.,flashcards
icha nobe raenanaiya riki noa,tenemos muchos amigos.,flashcards
icha bakeya ikana iki,tuvieron muchos hijos.,flashcards
¿icha mibe raenanaiyarin mato?,¿tienen muchos amigos?,flashcards
icha yoyo ati kirikara ea kenai,necesito muchos libros.,flashcards
icha jawekira iti atipanke,existen muchos factores.,flashcards
icha jawekiyara noa ibake,teníamos muchos muebles.,flashcards
meskokeska shinanbora weninkanke,levantaron muchos cargos.,flashcards
ichara ninkayamakanke,muchos fueron rechazados.,flashcards
jatibi jawekira jakon iki,cualquier cosa vale.,flashcards
jatibi jain itira jakon iki,cualquier lugar basta.,flashcards
jatibi pei kirikara jakon iki,cualquier papel sirve.,flashcards
wetsabires jawekira en kopiakai,pagaré cualquier cosa.,flashcards
wetsabires jaweki akinai,cualquier cosa ayudará.,flashcards
wetsabires yoyo ati kirikara jakon iki,cualquier libro servirá.,flashcards
wetsabires yoka ea awe,pregúntame cualquier cosa.,flashcards
kimisha jaweki yoitiya riki mia,tienes tres alternativas.,flashcards
jakoankira akanai,se maneja bien.,flashcards
jan benati biwe,toma el control.,flashcards
kafe xeai riki ea,estoy tomando café.,flashcards
¿jawe xeairin mia?,¿qué estás tomando?,flashcards
leche xeai riki ea,estoy tomando leche.,flashcards
atikoma jawekira noa yoyo iwanke,debatimos el problema.,flashcards
meskokeska jato rekenxonabora yoyo iwanke,varios delegados discreparon.,flashcards
¿miabichorin bake?,¿eres hijo único?,flashcards
¿nokon kaibo jisa?,me resulta familiar.,flashcards
atikoma jawekibo,me resulta irresistible.,flashcards
jaskatax nokoti ea meniwe,dame el mapa.,flashcards
jasktax nokoti oinon iwe,revisemos el mapa.,flashcards
ikonma riki,no es natural.,flashcards
kikin jakon riki,es completamente natural.,flashcards
enra nokon ani jema noike,amo mi país.,flashcards
jaton ani jemara yoyo ixonke,defendieron su país.,flashcards
jaton nokokasai jawekira nokokanke,consiguieron su objetivo.,flashcards
enra shinanbo jen akai,acepto sus condiciones.,flashcards
enra min shinanbo jen akai,acepto tus condiciones.,flashcards
nonra min shinanbo jen akai,aceptaremos sus condiciones.,flashcards
nonra jakoinra shinanbo manai,esperábamos mejores condiciones.,flashcards
eara joribai,voy de vuelta.,flashcards
eara moa joribake,estoy de vuelta.,flashcards
jakon joribawe,bienvenido de vuelta.,flashcards
janra medias baoai,ella lleva medias.,flashcards
medias jopewe,quítate las medias.,flashcards
chekebora non jen akai,se aceptan cheques.,flashcards
¿min chekebo jen akai?,¿recibe usted cheques?,flashcards
eara iskon ora oxake,dormí nueve horas.,flashcards
eara iskon wetsayabo iki,tengo ocho hermanos.,flashcards
nonra jema jakon akai,mejoramos la calidad.,flashcards
tomra potota iki,tom está lleno.,flashcards
natora potota iki,este está lleno.,flashcards
kikinira ea potoke,estoy tan lleno.,flashcards
eara shokocha potoibake,estaba medio lleno.,flashcards
senenyara ea iwanke,he tenido suficiente.,flashcards
noara senenya iwanke,hemos tenido suficiente.,flashcards
mesko jawekibora en onanke,sé muchas cosas.,flashcards
mesko jawekibora en yoyo ake,leí muchas novelas.,flashcards
mesko jawekibora en yoyo akai,leo muchas novelas.,flashcards
icha jotoya riki ea,tengo muchas fotos.,flashcards
meskokeska shinanya riki ea,tengo muchas ideas.,flashcards
icha boxya,tiene muchas canas.,flashcards
icha jawekibora en bike,compré muchas cosas.,flashcards
icha jawekibora en kenai,quiero muchas cosas.,flashcards
icha joaya riki ea,tengo muchas flores.,flashcards
icha jabe raenanaiya,tiene muchas amigas.,flashcards
icha jotora non tsekaibake,sacamos muchas fotos.,flashcards
icha jan joto tsekatiya,tengo muchas cámaras.,flashcards
icha mibe raenanaiya riki mia,tienes muchas amigas.,flashcards
icha ovara non bibake,obtuvimos muchas uvas.,flashcards
"ichabires irake, rokotoro","muchas gracias, doctor.",flashcards
icha yokaya riki ea,tengo muchas preguntas.,flashcards
mesko jawekira akanke,hicieron muchas cambios.,flashcards
icha jonira mawaibake,muchas personas murieron.,flashcards
ichara ponteibakanke,hicieron muchas acusaciones.,flashcards
tom merakanwe,encuentren a tom.,flashcards
misho merakanwe,encuentren al gato.,flashcards
kopi ikebi,aunque es caro.,flashcards
oi beainbira ea kai,iré aunque llueva.,flashcards
kikin onanbo riki mato,son los mejores.,flashcards
¡miara jakonai!,¡que te mejores!,flashcards
matora onanbo iki,somos los mejores.,flashcards
noara jakon jawekibo kenai,esperábamos mejores condiciones.,flashcards
nenora tom teetai,tom trabaja acá.,flashcards
jara kikini teetai,ella trabaja duro.,flashcards
¿jaweranoki ja teetai?,¿dónde trabaja él?,flashcards
¿jaki kikini teetai?,¿ella trabaja duro?,flashcards
¿min awinki teetai?,¿tu esposa trabaja?,flashcards
¿tsonaki teetai?,¿para quién trabaja?,flashcards
jatibitianra kikini teetai,siempre trabaja duro.,flashcards
tomra kikiniora teetai,tom trabaja demasiado.,flashcards
eara westiora joni iki,soy una persona.,flashcards
westiora joni katowe,elija una persona.,flashcards
ja jonira mawake,esa persona murió.,flashcards
jan chipoa joibo,es su derecho.,flashcards
jara axeti shinanke derecho,decidió estudiar derecho.,flashcards
seneanti jawekibo awe,haz los deberes.,flashcards
icha seneanti jawekibo awe,pone muchos deberes.,flashcards
min seneankai jawekibo ea oinmawe,enséñame tus deberes.,flashcards
icha seneanti jawekiya riki ea,tengo muchos deberes.,flashcards
eabichora jakashamai,odio vivir solo.,flashcards
jainra ea jakas ibake,solía vivir allí.,flashcards
nenora ea jakas ibake,solía vivir aquí.,flashcards
nenora ea jakasai,quiero vivir aquí.,flashcards
eabochora jakasai,prefiero vivir solo.,flashcards
¿jaweranoki mia jakasai?,¿dónde querés vivir?,flashcards
¿nenoki mia jakasai?,¿quieres vivir aquí?,flashcards
ebera mia jati atipanke,puedes vivir conmigo.,flashcards
kikin jakoinrara ea jakasai,quisiera vivir lujosamente.,flashcards
¿jawerin ja?,¿qué es aquello?,flashcards
tsonbira ja oinyamake,nadie vio aquello.,flashcards
¿jaweki ja kenai?,¿quién necesita aquello?,flashcards
jabaonra noa akinai,ellos no ayudan.,flashcards
jabaonra noa akinai,ellas nos ayudan.,flashcards
eara aniribiai,volverá a crecer.,flashcards
nokonara teekanai,trabajan para mí.,flashcards
yamera teekanai,trabajan de noche.,flashcards
kikinira teekanai,te trabajan durísimo.,flashcards
jatora jatikaxbi teekanai,ellos trabajan juntos.,flashcards
jemanra tsini iitai,está jugando fuera.,flashcards
¿tomki tsiniresi iki?,¿tom sigue jugando?,flashcards
tetriski tsinirin,está jugando tetris.,flashcards
beisbol tsini riki ea,estoy jugando béisbol.,flashcards
¿minki biti atipana?,¿lo puedes recoger?,flashcards
natora jakon iki,estas son auténticas.,flashcards
natora ikonbo iki,éstos son reales.,flashcards
¿mia westiora calculadora kenai?,¿querés una calculadora?,flashcards
¡kikin metsaira jema!,¡qué hermosa ciudad!,flashcards
dado bochiki potawe,lanza el dado.,flashcards
mil yenasra moa jakon iki,mil yenes bastarán.,flashcards
¿nato min biti atipana?,¿puedes coger esto?,flashcards
moa atiresbo,son muy listos.,flashcards
noara ikama pari iki,no estamos listos.,flashcards
matoki moa jatibi atibires iki,todos están listos.,flashcards
moa atires riki noa,estamos casi listos.,flashcards
kikin moa atires riki mato,son bastante listos.,flashcards
¿moa mato jatibi atires iki?,¿están todos listos?,flashcards
kikin akai jonibo,somos bastante listos.,flashcards
jawe teki keras tsekawe,limpia la pieza.,flashcards
westiora wishati kirika,es un diario.,flashcards
¿mia westiora wishatiya iki?,¿tienes un diario?,flashcards
enra min wishati merake,encontré tu diario.,flashcards
jawen akara ike,fue culpa suya.,flashcards
jawen shinanra ike,fue decisión suya.,flashcards
jabaonra jawetianbi ninkayamai,ellos nunca entenderán.,flashcards
noara nonabiri kenai,queremos cuentas separadas.,flashcards
jara jan kewanke,él la quería.,flashcards
eara jan kenwanke,yo la quería.,flashcards
eara min kenwanke,yo te quería.,flashcards
eara jawebi kenyamawanke,no quería nada.,flashcards
eara leche kenyamawanke,no quería leche.,flashcards
eara onankashamawanke,no quería saber.,flashcards
eara mion kikini kenyamawanke,te quería mucho.,flashcards
¿nato yoyo ati kirika mia kenai?,¿necesitas este libro?,flashcards
¿mia xotonti kenai?,¿necesitas un aventón?,flashcards
¿mia te kenresai?,¿todavía necesitas té?,flashcards
mia kikini ishtokasai,necesitas entrenar más.,flashcards
mia nato ninkakasai,necesitas escuchar eso.,flashcards
¿jawe biti mia maxkata?,¿qué necesitas comprar?,flashcards
¿icha koriki mia kenai?,¿necesitas mucho dinero?,flashcards
ishtoinra katima riki,no necesitas apresurarte.,flashcards
¿jaweti sere mia kenai?,¿cuánto tiempo necesitas?,flashcards
enra kenyamai min kenati,no necesitas telefonearme.,flashcards
¿eara kenai westiora ambulancia?,¿necesitas una ambulancia?,flashcards
ramara noa teetai,ahora trabajamos juntos.,flashcards
ramara noa jatikaxbi teekanai,trabajamos todos juntos.,flashcards
tomra shinani iki,tom está pensando.,flashcards
¿jawe shinanirin mia?,¿qué estás pensando?,flashcards
shinanipari riki ea,todavía estoy pensando.,flashcards
¿jawe shinaniki noa ibata?,¿qué estábamos pensando?,flashcards
¿jato akinti shinanirin mia?,¿estás pensando ayudarles?,flashcards
ichaira jan noe atira mia akai,echas demasiada pimienta.,flashcards
tom yokawe,pregúntale a tom.,flashcards
wairoro yokawe,pregúntale al policía.,flashcards
jaki yokawe,pregúntale sobre ello.,flashcards
wetsbires yokawe,pregúntale a cualquiera.,flashcards
yokawe jawetianki joai,pregúntale cuándo volverá.,flashcards
tomanra ishton pike,tom comió rápidamente.,flashcards
tashira yamake,no hay sal.,flashcards
nenoax pikowe,sal de aquí.,flashcards
tashira moa yamake,no queda sal.,flashcards
jenemeax pikowe,sal del agua.,flashcards
jainoax axetiainkoniax pikowe,sal del aula.,flashcards
xobinkoniax pikowe,sal del pasto.,flashcards
¡karonkoniax pikowe!,¡sal del coche!,flashcards
¡jainoax pikowe!,¡sal del césped!,flashcards
"jara sai ibake ""¡pikowe!"" iki","él gritó ""¡sal!"".",flashcards
tashin noe awe iwe,sazonamos con sal.,flashcards
ea yantancha jishtenai,suelo levantarme tarde.,flashcards
conjuntivitisyara ikai wetsatianbo,suelo tener conjuntivitis.,flashcards
¿en mia bema jaweki mia bia?,¿recibiste mi paquete?,flashcards
¿jawekeskara riki mia itina?,¿cómo te encuentras?,flashcards
¿jakonrin mia?,¿te encuentras bien?,flashcards
¿minra metsa ea merai?},¿me encuentras bonita?,flashcards
¿jakoinra min merai?,¿la encuentras atractiva?,flashcards
tsonbira mia cheteyamai,nada puede detenerte.,flashcards
¡ea yoyo ayamakanwe!,¡no me hablen!,flashcards
kexa chopewe,abre la boca.,flashcards
bero chopewe,abre los ojos.,flashcards
"ey, tom, xepenwe","ey, tom, abre.",flashcards
¡kexa chopewe!,¡abre la boca!,flashcards
jan jikiti xepenwe,abre la puerta.,flashcards
botiria kepenwe,abre la botella.,flashcards
tranpilla xepenwe,abre la trampilla.,flashcards
shinainbakanke teekanti,acordaron trabajar juntos.,flashcards
shinainbakanke yamekirishaman peokanti,acordaron empezar temprano.,flashcards
toatibi benxoakanwe,guarden sus pistolas.,flashcards
jawetianbi jatobicho yamaibakanke,nunca estuvieron solos.,flashcards
jatibira ibakanke jakoinrabo,todos estuvieron satisfechos.,flashcards
jatibira jakon iki,ambas están bien.,flashcards
rabebira mawakana iki,ambas están muertas.,flashcards
rabebira jainmabires iki,ambas están equivocadas.,flashcards
tomas jenewe,déjalo a tomás.,flashcards
biwe iamax jenewe,tómalo o déjalo.,flashcards
"jainbi jenewe, tom","déjalo estar, tom.",flashcards
"tantimawe, tom","déjalo descansar, tom.",flashcards
eara oinkana pikoke,estoy siendo observado.,flashcards
ja pekao en mia oinbanon,nos vemos luego.,flashcards
¿jawekeskaraki noa oinmetai?,¿cómo nos vemos?,flashcards
¿jaweranoki noa oinanai?,¿dónde nos vemos?,flashcards
"¡kabanon, jonibo!","¡nos vemos, gente!",flashcards
¿jawetianki noa oinanai?,¿cuándo nos vemos?,flashcards
iskon orara ea oxake,dormí nueve horas.,flashcards
enra kimisha ora manake,esperé tres horas.,flashcards
orabora winoibake,las horas pasaban.,flashcards
moabires ea iwana,llevo horas lista.,flashcards
¿jaweti oraki maxkata?,¿cuántas horas faltan?,flashcards
¿mia bewai?,¿vas a cantar?,flashcards
moa bewai jenewe,deja de cantar.,flashcards
moara mia bewati nokoke,te toca cantar.,flashcards
min kenrin bewati,le gusta cantar.,flashcards
nokon ken riki bewati,me gusta cantar.,flashcards
bewatira atipanyamake,no puede cantar.,flashcards
ea peokowanke bewai,empiece a cantar.,flashcards
peokowe bewai,empieza a cantar.,flashcards
maton kenrin bewati,les gusta cantar.,flashcards
toman ken riki bewati,tom adora cantar.,flashcards
bewai peokowe,comience a cantar.,flashcards
bewai peokanwe,empiecen a cantar.,flashcards
ea jakoni bewati atipana,puedo cantar bien.,flashcards
¿maton kenrin bewati,¿les gusta cantar?,flashcards
bewai peokokanwe,comiencen a cantar.,flashcards
bewai peokonon ikanwe,empezamos a cantar.,flashcards
¿miaki bewakastiki?,¿te gustaría cantar?,flashcards
¿min ninkakasai ea bewai?,¿quieres oírme cantar?,flashcards
tomasra ransai iki,tomás está bailando.,flashcards
tomra yakakasai,tom quiere sentarse.,flashcards
enra onanke wetsakeska jawekibo,sé la diferencia.,flashcards
yamarake wetsakeska jawekibo,no hay diferencia.,flashcards
jarake wetsakeska jawekibo,hay una diferencia.,flashcards
¿jawekeskaraboki akai?,¿qué diferencia hace?,flashcards
¿min ninkata ja jawekibo?,¿entendés la diferencia?,flashcards
¿jaweranoki mato kai?,¿adónde se dirigen?,flashcards
enra mia ikoankai,creo en ti.,flashcards
mina rik,es para ti.,flashcards
mikira ea kai,voy por ti.,flashcards
jakon riki,bien por ti.,flashcards
mia kopira ea joke,vine por ti.,flashcards
miara en ikoankai,confío en ti.,flashcards
mia kopira en ake,gracias a ti.,flashcards
mia kopira ea yoyo ikai,habla por ti.,flashcards
mibara ea kai,iré donde ti.,flashcards
min yoitires,depende de ti.,flashcards
min aka pekao,después de ti.,flashcards
miara en ikoanpachoai,confiaba en ti.,flashcards
mia kopira non oranai,oraremos por ti.,flashcards
miara non ikoankai,dependemos de ti.,flashcards
mia kopira noa rezanai,rezaremos por ti.,flashcards
mia kopira ea jikiai,intercederé por ti.,flashcards
atikoma jawekibo awe,resuelva el problema.,flashcards
¿tsonki joe aka?,¿quién los invitó?,flashcards
enra manawanke,lo he esperado.,flashcards
enra mia manawanke,te he esperado.,flashcards
enra manawanke,yo hubiera esperado.,flashcards
jabaonra xeai coca-cola,ellos beben coca-cola.,flashcards
jara ochoma jake,él vive cerca.,flashcards
kikin ochomaira,estás tan cerca.,flashcards
jara ochoma iwanke,ese estuvo cerca.,flashcards
ochomara iwanke,estuvo muy cerca.,flashcards
eara ochoma banetai,me quedaré cerca.,flashcards
jabora neno ochoma jake,ellos viven cerca.,flashcards
ea ochoma banewe,quédate cerca mía.,flashcards
nekecha jowe,inclínate más cerca.,flashcards
tomra ochoma iwanke,tom permaneció cerca.,flashcards
kikin ochomara ikanai,están demasiado cerca.,flashcards
kikin ochomara no itinke,estamos demasiado cerca.,flashcards
ochoma banereswe,solamente quédate cerca.,flashcards
¿mia westiora galleta kenai?,¿quieres una galleta?,flashcards
fideo pii riki ea,estoy comiendo fideos.,flashcards
tomra jain ikai,tom estará ahí.,flashcards
jatibira jakon ikai,todo estará bien.,flashcards
rambira jakon ikai,estará listo pronto.,flashcards
minki bakish jawe ayamai,mañana estará libre.,flashcards
tomra raroshaman ikai,tom estará encantado.,flashcards
janra mia manai,él estará esperándote.,flashcards
oxara iti atipanke,probablemente estará durmiendo.,flashcards
noara museoain kawanke,fuimos al museo.,flashcards
nonra jakon awanke,mejoramos la calidad.,flashcards
¿jaki joa?,¿ha venido él?,flashcards
¿ramaki bekana?,¿han venido hoy?,flashcards
jatibiki bekana,han venido todos.,flashcards
yantanra mia joke,has venido tarde.,flashcards
¿tsoaki joa?,¿quién ha venido?,flashcards
tsoaki joyama,ha venido alguien.,flashcards
joara iti jake,debería haber venido.,flashcards
¿jaweki min yoiya?,¿qué has dicho?,flashcards
¿minki jawe jato yoiya?,¿has dicho algo?,flashcards
moara min yoike,he dicho suficiente.,flashcards
enra mia yoiti iwanke,debería habértelo dicho.,flashcards
minra ea yoiti iwanke,podrías habérmelo dicho.,flashcards
enra mia jawebi yoiyamei,no te deseo.,flashcards
westiora jaweki yokawe,pide un deseo.,flashcards
jakon jawekibora min yoiyai,te deseo éxito.,flashcards
jakonax kawe,le deseo suerte.,flashcards
jakonax bokanwe,les deseo suerte.,flashcards
noara noabichoma iki,no estamos solos.,flashcards
matora matobichoma ibake,nunca estuvieron solos.,flashcards
westiora toro ribojanwe,dibuja un círculo.,flashcards
panshin manzanaya riki noa,tenemos manzanas amarillas.,flashcards
¿yapaboki oxakanai?,¿los peces duermen?,flashcards
jati ribi yapabo noyakanai,algunos peces vuelan.,flashcards
icha yapabo mawaibakanke,muchos peces murieron.,flashcards
karon kawe,toma un bus.,flashcards
enra ja karo kai manomake,perdí el bus.,flashcards
¡karonko nanewe!,¡súbase al bus!,flashcards
karo mananon awe,pesquemos un bus.,flashcards
¿pikotamaki mia ibata?,¿no habías salido?,flashcards
¿jaweranoki mia ibata?,¿dónde habías estado?,flashcards
napomea ea meniwe,dame la mitad.,flashcards
napomea ea menikanwe,denme la mitad.,flashcards
¿mia banekasai?,¿te querés quedar?,flashcards
yantancha yoyo iti riki,hablaremos más tarde.,flashcards
nokon pisha ea meniwe,dame mi bolsa.,flashcards
westiora psihara en bibake,compré una bolsa.,flashcards
ja psihara ea kenai,quiero esa bolsa.,flashcards
nokon pishara ea kenai,necesito mi bolsa.,flashcards
¿mia westiora pisha kenai?,¿querés una bolsa?,flashcards
¿mia westiora pishaya iki?,¿tienes una bolsa?,flashcards
noara shinan akaya iki,tenemos un trato.,flashcards
kikin raroshaman ea,soy tan feliz.,flashcards
atibires ika,era tan simple.,flashcards
moa yoxainra mia,eres tan vieja.,flashcards
moa yosia mia,eres tan viejo.,flashcards
eabicho riki,estoy tan solo.,flashcards
jakonra iwanke,estaba tan bien.,flashcards
onis jaweki,es tan triste...,flashcards
kikin raroshaman,estoy tan feliz.,flashcards
kikin xoa,estoy tan gorda.,flashcards
kikini potota,estoy tan lleno.,flashcards
¡kikin raroshaman mia ipachoai!,¡eras tan feliz!,flashcards
¿iweiraki iwana?,¿era tan pesado?,flashcards
kikin onama,soy tan estúpida.,flashcards
ea tsibanreswe,tan solo sígueme.,flashcards
metsara joni,era tan romántico.,flashcards
miariki kikin noimis,eres tan adorable.,flashcards
