source,target,dataset
enra teneti atipanyamake,no puedo evitar quererla.,flashcards
¿wetsa xepotiki ja?,¿hay otra puerta?,flashcards
¿tsoaki yoyo ikai?,¿quién está hablando?,flashcards
¡kikin ayamabiresa!,¡qué desilusión!,flashcards
jakoma jawekira keyoke,lo peor terminó.,flashcards
¿jaskara jisarin?,¿te parece probable?,flashcards
kikini raroa,estoy tan emocionado.,flashcards
jawebi ea meniyamawe,no me des nada.,flashcards
non joi wishai,soy traductor.,flashcards
ramara en teneyamai,no puedo aguantarlo más.,flashcards
¿jaweraonin jainoax jikiti?,¿dónde queda el ingreso?,flashcards
japones riki ea,soy japonés.,flashcards
eara rakeyamai kai,no tendré miedo.,flashcards
jakon jaweki aki riki mia,estás progresando.,flashcards
osanti riki mia,eres gracioso.,flashcards
pontebo riki,son correctos.,flashcards
¿min ea noia?,¿me amas?,flashcards
tsoabira atikoma jawekiyoma ike,nadie tuvo problema.,flashcards
impoiji otsonkatanaja.,después se acabó.,cuentos
¿min baritia en yokati atipana?,¿puedo preguntarle su edad?,flashcards
enra ninkatai,comienzo a disfrutarlo.,flashcards
kikiankira tomnin yoyoakai,tom leyó mucho.,flashcards
jatixonbi osankana,todos vacilaron.,flashcards
"mia yoi riki noa, tom","te estamos hablando, tom.",flashcards
min akintira ea keni kai,podría necesitar tu ayuda.,flashcards
ishton awe,hazlo rápidamente.,flashcards
enra akinti kenai,necesito ayuda.,flashcards
rama netewe,ahora callate.,flashcards
noara kenai,lo queremos.,flashcards
¿jawekopiki onisa iki?,¿por qué está triste?,flashcards
eara miki raketai,me das miedo.,flashcards
ramakamanbi jainmabires mia,aún estás equivocado.,flashcards
enra wishati atipanyamake,no puedo describirlo realmente.,flashcards
natoya riki noa,tenemos esto.,flashcards
jara ishtoke,él corrió.,flashcards
¿raenanaibichorin noa?,¿acaso somos solo amigos?,flashcards
nato oke awe,apártame esto.,flashcards
¿jawetianki mia joibata?,¿cuándo volviste?,flashcards
¿icha mibe raenanaiyarin mia?,¿tiene muchos amigos?,flashcards
eara ike mia akinkasi,yo quería ayudarte.,flashcards
ari ikantiro:,él le respondió:,cuentos
¿minki biti atipana?,¿lo puedes recoger?,flashcards
¿jan wachoati en biti atipana?,¿puedo coger un destornillador?,flashcards
enra onanyamake jaweranora ibirai,no sé dónde está.,flashcards
noara atikoma jawekiya ikai,de seguro tendremos problemas.,flashcards
aspirina marokin bikasira ike ea,quería comprar aspirina.,flashcards
jain ika wishawe,apunta su dirección.,flashcards
¿mia icha koriki maxkata?,¿necesitas mucho dinero?,flashcards
kirika wishara en yoyoayamai,no leo libros.,flashcards
¿min ja xeteai?,¿hueles eso?,flashcards
noaki oini bekenaixon non onanyama iwanke,teníamos visitas inesperadas.,flashcards
kikinira ea axeke bostonkiri,aprendí mucho sobre boston.,flashcards
bakishra en yokaibake,ayer cobré.,flashcards
¿jakoinra katiyara ike?,¿tuvo un buen viaje?,flashcards
jaton papara ibake choncho koiranai,sus padres eran granjeros.,flashcards
enra nato jaskaakin ati onanke,yo sé usar esto.,flashcards
min onanti kenirin ea iwanke,quería que supieras.,flashcards
¡jakonax kawe!,¡buen viaje!,flashcards
enra ikoankasai,quiero creer.,flashcards
jabora ransaibake,ellos bailarán.,flashcards
jati ribi ea meniwe,dame algunos.,flashcards
oira beti atipanke,probablemente llueva.,flashcards
natora jakon iki,estas son auténticas.,flashcards
¡jawekeskararin! ¿jakontanirin mia?,¡hola! ¿cómo estás?,flashcards
neno jenewe,déjelo aquí.,flashcards
¿mia kenresai?,¿quieres más?,flashcards
¿kirinkonin join yoyo ikirin mato?,¿están hablando en inglés?,flashcards
ebe jowe,venga conmigo.,flashcards
¿jaweki yame winota?,¿qué pasó anoche?,flashcards
atikoma riki,es imposible.,flashcards
janra kokoti jawekibo maroai,él vende frutas.,flashcards
¿jaweti koriki min kanankasai?,¿cuánto dinero quieres ganar?,flashcards
mia ishokotira ibake,era mi turno.,flashcards
jakoinra ika,disfruté bastante.,flashcards
pikoakeiorinka pamabakenarita poshiniri.,"si la quieres, debes traerme comida.",cuentos
noara sinata iki,estamos hartos.,flashcards
kirinko jonibo,son extranjeros.,flashcards
miara raroshaman iti ika iki,podrías haber sido feliz.,flashcards
jainbi iwe,"hey, cálmate.",flashcards
eara sinake,me enfadé.,flashcards
nonra oricha ati jake noa axeti kopi,debemos limpiar nuestra clase.,flashcards
ari meeka okemakotajiro iriniro.,la madre escuchó la noticia.,cuentos
minra ea roko banemai,me estás volviendo loco.,flashcards
¿min ikoankai?,¿le crees?,flashcards
¿jawe shinanirin mia?,¿qué estás pensando?,flashcards
"meeka piñakeri ikamantakari piri eiro itimaji. ari oka ijina oashiretanaka, aiketi otijanakeri pankotsiki. ari okantiri otomi:","muy triste la esposa enterró a su difunto esposo en la casa dónde habitaban, y dijo a su hijo:",cuentos
yamarake wetsakeska jawekibo,no hay diferencia.,flashcards
tsonbira yokayamake,nadie preguntó.,flashcards
jara jansoai,él miente.,flashcards
banekasi banewe,puedes quedarte si quieres.,flashcards
mibara ea kai,iré donde ti.,flashcards
¿osantiki ika?,¿fue divertido?,flashcards
katiresa ibake,estaba por irme.,flashcards
camarero riki ea,soy camarero.,flashcards
jatibi patsawe,lavá todo.,flashcards
tsonbira onanyamake jaweki winota ixon,nadie sabe qué pasó.,flashcards
¿jaki en aka?,¿yo hice eso?,flashcards
tomanra onanti jake,tom debería haberlo sabido.,flashcards
¿rabekaxbi katirin?,¿vamos juntos?,flashcards
xepenbi jeneti riki,dejamos la puerta abierta.,flashcards
jaaki moa yosia,él envejecía.,flashcards
¡ramabi katanwe!,¡vete inmediatamente!,flashcards
¿mia jainmacha yoyo iti atipana?,¿podrías hablarme más despacio?,flashcards
senenma riki,no es suficiente.,flashcards
koshira oi beke,llovió fuerte.,flashcards
janra medias boai,ella lleva medias.,flashcards
enra onanyamake ja manati jawekibo,no sé qué esperar.,flashcards
¿nonki aresai?,¿podemos continuar?,flashcards
¿jato akinti shinanirin mia?,¿estás pensando ayudarles?,flashcards
jakon riki,está bien.,flashcards
eara oxakasai,tengo sueño.,flashcards
¿jawekeskaaxon min benxoakasai?,¿cómo pretendéis arreglar esto?,flashcards
eara rokotoro iki,soy médico.,flashcards
ramabi piiti riki,almorzamos temprano.,flashcards
xateta keska,pareces sorprendida.,flashcards
¿mibe raenanairin ?,¿es amigo tuyo?,flashcards
eara ishton nonoti atipanke.,yo puedo nadar rápido.,flashcards
otishitake irootake nijantariri.,vio lo que hacía.,cuentos
jashaman yoitira en onanyamake,no sé cuál elegir.,flashcards
maton moa keyoa,ya terminaron.,flashcards
francesra noa axeke,aprendimos francés.,flashcards
ramara moa mia jakon iki,ahora estás a salvo.,flashcards
¿eaki jikiti atipana?,"disculpe, ¿puedo entrar?",flashcards
enra shinanbo jen akai,acepto sus condiciones.,flashcards
rinko joni riki ea,soy americano.,flashcards
natora ikai,esto funciona.,flashcards
ochomacha iwe,mantente cerca.,flashcards
jakomara en ake,hice el ridículo.,flashcards
¿jan niwe jikiai en xepenti atipana?,¿puedo abrir la ventana?,flashcards
bakishronki matsiai,supuestamente mañana nevará.,flashcards
ichaira en pike,comí demasiado.,flashcards
jakoma riki,es un error.,flashcards
¿min ea akinti atipana?,¿podrías ayudarme?,flashcards
enra manai min kenati,espero una llamada.,flashcards
rana riki mia,estás con temperatura.,flashcards
moa yoikana,es oficial.,flashcards
yoirin mia,estás interfiriendo.,flashcards
eaki tom betan yoyoiti atipana.,puedo hablar con tom.,flashcards
neno pakewe,baja aquí.,flashcards
ea onanmawe,házmelo saber.,flashcards
tomanara kafe xeake,tom vertió su café.,flashcards
westiora en biai,cogeré uno.,flashcards
tomanra onanke,sé que tom sabe.,flashcards
eara kirinkonin joi axeiki,estudio inglés.,flashcards
ikonara papa noelki.,cree en papá noel.,flashcards
¡miara jakonai!,¡que te mejores!,flashcards
mia jain kati atipana,puedes ir allí.,flashcards
axeamisninra osanke,el profesor sonrió.,flashcards
japonra asiain iki,japón queda en asia.,flashcards
jakon meskoti jawekiya riki mato,tenían buena química.,flashcards
noara ja atiya iki,tenemos planes.,flashcards
cafera non kenribiai,necesitamos más café.,flashcards
¿min shinantaniai?,¿recuerdas algo?,flashcards
jakon akin shinanai iti riki,seamos optimistas.,flashcards
isaikayeti sanipaye.,viven en el monte.,cuentos
noe joibo,dulces palabras.,flashcards
min maxka,te desmayaste.,flashcards
jara jakon iki,es totalmente normal.,flashcards
¡kikin jakoinra!,¡qué listo!,flashcards
icha discoya riki ea,tengo muchos discos.,flashcards
nonra jato boai,nosotros conduciremos.,flashcards
nonra netenbi xepoke,cerramos temprano.,flashcards
tomra potota iki,tom está lleno.,flashcards
"―¿ani, paita pantiri?","―hola, cuñado. ¿qué haces?",cuentos
enra mia akinai,prometo ayudarte.,flashcards
miara jowe ayamakanke,no estás invitado.,flashcards
tom merawe,encuentre a tom.,flashcards
ja wishakanwe,anoten eso.,flashcards
enra jainmacha ninkatai,escucho algo.,flashcards
eara xateke,me corto.,flashcards
ramara ea kikini teeke,trabajé mucho hoy.,flashcards
jain ikara en onanyamake,no sé su dirección.,flashcards
kikini paxkinariki ea,¡estoy tan cansada!,flashcards
¿mia jakon iki?,¿estás satisfecho?,flashcards
en shinanara ati jake,pienso que debería hacerlo.,flashcards
en kenmakasira ea ibake,quería gustarte.,flashcards
"tom, ¿jainrin mia?","tom, ¿estás ahí?",flashcards
¿tsoa manairin mia?,¿estás esperando a alguien?,flashcards
eara ninkake,oí eso.,flashcards
ikonra ike,resultó ser cierto.,flashcards
¿noa ramabi karibati atipana?,¿podemos volver ahora?,flashcards
¿minki yoiya kimisha chonka?,¿acaso dijiste treinta?,flashcards
¿tee akirin ramabi mia?,¿estás ocupado ahora?,flashcards
¿min jan ointi saweai?,¿usás anteojos?,flashcards
ari ipeokeri mabaroiteki shiramparipaye tsimeripaye.,hasta que fueron transformados en pájaros.,cuentos
tee akiriki ea,estoy ocupada.,flashcards
¿jakomacha riki mia?,¿estás jodiendo?,flashcards
minki ninkayamai,no estás escuchando.,flashcards
jakonra ike,qué agobio.,flashcards
jeman pikowe,sal fuera.,flashcards
en shinanara akinti jake,siento que debería ayudarle.,flashcards
ramara en ati atipanyamake.,no puedo hacerlo ahora.,flashcards
ea yatamakanwe,déjame cogerlo.,flashcards
jainra riki mia,estás equivocado.,flashcards
jasktax nokoti oinon iwe,revisemos el mapa.,flashcards
¿mia karoya iki?,¿tienes carro?,flashcards
"¿jaweribi mia kenai, tomas?","¿qué más quieres, tomás?",flashcards
moara keyoke,se acabó.,flashcards
¿miaki eki shirokasai?,¿me estás zorreando?,flashcards
¿jawekeskara riki mia itina?,¿cómo te encuentras?,flashcards
jainmacha kawe,camina más despacio.,flashcards
nokon ken riki,me gusta mucho.,flashcards
―¡jee!― yankabajiri tsikonti.,―¡sí!― respondió tsikonti.,cuentos
jatibiki onana,conoce todo.,flashcards
eara oceano xeteti atipanke,puedo oler el océano.,flashcards
jatiribira en jakon ake,hice algunas modificaciones.,flashcards
¿mia ea jain ika oinkasai?,¿quieres ver mi habitación?,flashcards
eabichora ikasai,quiero estar sola.,flashcards
noara rabe dolaryabicho iki,tenemos sólo dos dólares.,flashcards
westiora nete maxkake,solo queda un día.,flashcards
keyotiainra keyoke,finalmente ha terminado.,flashcards
¿mia westiora joto tsekati atipana?,¿puedo tomarle una foto?,flashcards
yantanra nokoibake,llego tarde.,flashcards
enra moa ake,yo contribuí.,flashcards
¿yoiribitiki ja?,¿debería repetirlo?,flashcards
teetira ikanai,están trabajando.,flashcards
jemanra tsini iitai,está jugando fuera.,flashcards
jatibira en ayamake,hice algunas correcciones.,flashcards
yoyo areswe,siga leyendo.,flashcards
¿jakomamisrin mia?,¿eres racista?,flashcards
jatibira jansokanai,todos mienten.,flashcards
tomra moa pikotai,tom es libre.,flashcards
¿mia kafe iamax te kenai?,¿quiere café o té?,flashcards
ramara moa en onanke,"ah, entiendo.",flashcards
tomanra en akinti yokawanke,tom me pidió ayuda.,flashcards
tomra jaibake,tom sobrevivió.,flashcards
enra ninkati atipanyamake,no puedo oírle.,flashcards
¿tsonki kananai?,¿quién gana?,flashcards
¿bakishki xana ikai?,¿hará calor mañana?,flashcards
¡kikin jakoinra shinan?,¡qué gran idea!,flashcards
moa netei riki,está amaneciendo.,flashcards
jara ishton yoyo ikai,él habla rápido.,flashcards
en aka keska ayamawe,no copiéis.,flashcards
en shinanara jawetianbi winoyamai ibake,pensé que nunca pasaría.,flashcards
bewai peokowe,comience a cantar.,flashcards
xepoti xepowe,cierra esa puerta.,flashcards
ari nonkentabajeero.,me vengaré.,cuentos
ari meeka itsaobanake tsikonti.,entonces tsikonti se transformó.,cuentos
tomasra ransake,tomás bailó.,flashcards
ea ninkatai iwe,sé paciente conmigo.,flashcards
metsashoko mia,eres hermosísima.,flashcards
¡jakoma jaweki!,¡qué tontería!,flashcards
maxkocha yoiwe,sea breve.,flashcards
bakish yamekiri pikoti riki,salimos mañana temprano.,flashcards
patax jabekona riki noa,éramos vecinos.,flashcards
¿min ensalada kenai?,¿querés ensalada?,flashcards
¿jawerano en merati atipana jain benxoatibo?,¿dónde puedo comprar sobres?,flashcards
¿mia ranx ikai?,¿estaba roncando?,flashcards
aparo ashaninka ebankari ikoanake ijina yanibeti inchatomashiki.,un joven ashaninka decidió buscar esposa en el monte.,cuentos
winoti jawekibora winotai,los accidentes ocurren.,flashcards
francesninra noa yoyo ikai,hablamos francés.,flashcards
metsaira iiti iki,sería romántico.,flashcards
meeka pimpakena osheki.,ahora dame bastante.,cuentos
miara non yatanke,estás detenido.,flashcards
¡eara joribai!,¡hasta pronto!,flashcards
¿ramabiki min ati ja?,¿acaso debes hacerlo ahora?,flashcards
aririka ompokake.,cuando ella venga.,cuentos
kaferes kenira ea ike,sólo quería un café.,flashcards
napomea ea menikanwe,denme la mitad.,flashcards
kikin jakonra itiki,sería divertido.,flashcards
jara ea bikasai,quisiera comprar ese.,flashcards
nato keyowe,termine esto.,flashcards
¿mia niti atipana?,¿puedes andar?,flashcards
tomra ninkati ibake,tom estaba escuchando.,flashcards
¿mia arrozya iki?,¿tienes arroz?,flashcards
nenoax pikowe,sal de aquí.,flashcards
tomra sai ibake,tom estaba gritando.,flashcards
¿jaweranoki noa kai?,¿adónde vamos?,flashcards
jabaonra westiora goboro noyamake,ellos elevaron un globo.,flashcards
¿mia oxati atipana?,¿puedes dormir?,flashcards
jakoma jawekibo yoyo iki riki mia,tú estás chismorreando.,flashcards
jan akinai,era confidencial.,flashcards
enra ataniai,haré algo.,flashcards
en nato yoiti atipana,puedo confirmar esto.,flashcards
"ninkawe, ¿mia nobe jokasai? jowe","oye, ¿quieres entretenerte?, acompáñanos.",flashcards
¿jaweti min oina?,¿cuánto viste?,flashcards
jaribira ikon iki,eso también es cierto.,flashcards
eara joribai,volveré pronto.,flashcards
¿jawerano mia kenai?,¿en dónde lo quieres?,flashcards
mia nato ninkakasai,necesitas escuchar eso.,flashcards
"jikiwe, enra mia yoiyai","entra, insisto.",flashcards
sere senenra nokoke,él llegó a tiempo.,flashcards
min ea ninkaxonpain riki,espero que comprendas.,flashcards
jakoinrara ikai,se pone mejor.,flashcards
tomra ishtowanke,tom hizo ejercicio.,flashcards
ono oinwe,mira allí.,flashcards
tomas jenewe,déjalo a tomás.,flashcards
ochomara ibake,estuvo cerca.,flashcards
bewa ninkati riki,escuchamos música.,flashcards
jatibira jakon iki,todo importa.,flashcards
"ora tsinane omanake kaametsa, okitaitemanaji yaretaja pijiri yamake maniro, oshintsitapakero tsitsi, okotakeri, okantabetari:","la mujer durmió y al día siguiente el señor murciélago trajo venado, arregló la leña, prendió la candela, preparó la comida, y dijo a su mujer:",cuentos
enra onanyamake,no sé.,flashcards
min shinanaires riki,es sólo tu imaginación.,flashcards
¡ea yoyo ayamakanwe!,¡no me hablen!,flashcards
rabe chonka baritiara basike,duró veinte años.,flashcards
impoiji yaretaja ibankoki.,luego llegó a su casa.,cuentos
eabichora frances axeke,aprendí francés yo solo.,flashcards
eara kakasai,quiero ir.,flashcards
wishawe ¡chii!,apunta. ¡fuego!,flashcards
noaki jaya iki,tenemos algo.,flashcards
bakishra ea isini ibake,estuve enfermo ayer.,flashcards
¿maton ea ninkati atipana?,¿pueden perdonarme?,flashcards
minra akinti jake,debes ayudarla.,flashcards
nonra jen imai,conseguimos convencerle.,flashcards
¿mia jokasai?,¿quieres venir?,flashcards
nonra kananti atipanyamake,no podemos ganar.,flashcards
baneyamarai serebo,no me queda tiempo.,flashcards
tsonbira ja oinyamake,nadie vio aquello.,flashcards
¿mia bostoain karibakasai?,¿quieres volver a boston?,flashcards
jenen reteaitian biai,soy salvavidas.,flashcards
¿tomki jain iki?,¿está tom?,flashcards
irake akasira ea ike,quería decir gracias.,flashcards
mia kopira en nato jaweki ake,hice esto por ti.,flashcards
isiniki ikanai,estaban enfermos.,flashcards
tomra ibake jakomati yoyo iki,tom estaba chismorreando.,flashcards
¿jatian jawe min aka?,¿entonces qué hiciste?,flashcards
ninkayamai riki ea,soy terco.,flashcards
tomra iwanke bikasi,tom quería comprarlo.,flashcards
bakishra en yoiyai,mañana tendrá mi respuesta.,flashcards
¿jawe jemabo min onankasai?,¿qué lugares desearías visitar?,flashcards
sai iyamawe,no chilles.,flashcards
enra akinyamai,lo envidio.,flashcards
¿jawe min yoiti atipana?,¿qué propones?,flashcards
¿jawe maton oinwana?,¿qué sintieron?,flashcards
kikin kapobo,son ricas.,flashcards
enra ja onanke,yo sé eso.,flashcards
shinanxonbira min ake,lo hiciste a propósito.,flashcards
nato oinwe,comprueba esto.,flashcards
¿wanoaparirin mia?,¿todavía estás casado?,flashcards
¿ninkatirin mia?,¿estás escuchando?,flashcards
westiora jan xeatira ea kenai,quisiera un vaso.,flashcards
eara niti atipanyamake,no puedo caminar.,flashcards
nonra jakon ati jake,tendremos que arreglárnoslas.,flashcards
minra jakoinra jaweki ake,lo hiciste muy bien.,flashcards
kikin xanaira riki,hace mucho calor.,flashcards
naponbekon serera ea joai,vuelvo en media hora.,flashcards
jainbi banewe,quédese ahí.,flashcards
matonra ake,tuviste suerte.,flashcards
actor riki ea,soy actor.,flashcards
―meeka shiaja nocharine otimatiye mamenajanteri.,―ahora mi pariente debe estar escondiendo algo.,cuentos
¿min chequebo biai?,¿recibe usted cheques?,flashcards
bakishki koshi oi beibata,llovió fuerte ayer.,flashcards
icha yoyo awe,estudia harto.,flashcards
janra jakomaibake xepoti,ella azotó la puerta.,flashcards
tomra ponte joni iki,tom es fiel.,flashcards
tomanra ninkatai,sé que tom entiende.,flashcards
yoyo akin jenewe,deje de leer.,flashcards
¿yapaboki oxakanai?,¿los peces duermen?,flashcards
enra shinanai,me acuerdo.,flashcards
¿rama yantanki mia jawe atioma iki?,¿estás libre esta tarde?,flashcards
jainra iwanke non shinan,tuvimos nuestras razones.,flashcards
¿moa mia ika?,¿estás lista?,flashcards
eara ransatiainko kakashamai,odio las fiestas.,flashcards
¿ikoni teetirin mia?,¿realmente estás muy ocupado?,flashcards
¿jaweranorin mato?,¿dónde están?,flashcards
¿mia sereya iki?,¿tienes tiempo?,flashcards
¿jawetianki keyotai?,¿cúando acaba?,flashcards
enra wisha onanke,sé lo que escribí.,flashcards
minra ea ninkati atipanke,sé que puedes oírme.,flashcards
enra moa ninkake,ya oí suficiente.,flashcards
eara ransati atipanayamake.,yo no puedo bailar.,flashcards
ea bomawe,déjame llevarlo.,flashcards
tomra jatishan ibake,tom estornudó.,flashcards
tomanra jaya jikiti yokawanke,tom pidió una boleta.,flashcards
natonra akinai,esto ayudará.,flashcards
moara mia bewati nokoke,te toca cantar.,flashcards
moara jabaon pike,ellos cenaron.,flashcards
akinai keskara ea ike,fingí apoyarlo.,flashcards
¿enki mia jaweki yoiti atipana?,¿te puedo decir algo?,flashcards
moara matsi nokotai,ya llega el invierno.,flashcards
ari te oyotakoteaji ikentetabakero.,la madre no sabía lo que iba a pasar.,cuentos
nonra onanyamake,no la conocemos.,flashcards
irootake ijatashitantariri ibankoki iramanakerira.,por eso fue a su casa a pedirle.,cuentos
iñaapakeri ainiro aparoni isaiki isaikimotakeri osheki kitaiteri.,se quedó con él muchos días.,cuentos
kikin jakoma,qué malo.,flashcards
ari meeka ikantiri:,entonces le dijo:,cuentos
jara onisa jisa iki,ella parecía triste.,flashcards
¿jaboki jaya ibata?,¿ellos lo tenían?,flashcards
¿maton ikoankai?,¿usted cree?,flashcards
¡jawe yoi!,¡qué concepto!,flashcards
ipiaja shirampari yamenabetapajero tsinane.,el joven regresó a ver a la señorita.,cuentos
eara paketi atipanyamake,no puedo rendirme.,flashcards
nonra jawebi ayamake,perdimos mucho tiempo.,flashcards
¿tsoarin mato?,¿quiénes sois?,flashcards
jatibi jain itira jakon iki,cualquier lugar basta.,flashcards
jan yoyo itiyara iwanke,estaba al teléfono.,flashcards
jan mapotiya kayamawe,no vayas sin sombrero.,flashcards
jainxonbi ea manawe,solo espérame allí.,flashcards
enra onanke mia jainmabires,sé que estás confundido.,flashcards
eara kati atipanyamaparike.,no puedo irme todavía.,flashcards
en akai jawekira en onanke,sé lo que haré.,flashcards
jara onisa jisa iki,ella parece triste.,flashcards
ari aretaka iriniro.,la madre llegó.,cuentos
mia kopira ea joke,vine por ti.,flashcards
peerani timatsini pijiri ipeani ashaninka aisati atiri itimi ironabaneki.,"antiguamente, el murciélago era un ser humano que vivía en su chacra.",cuentos
ochomai riki mia,te estás acercando.,flashcards
¿jainoa joibo ointi en biti atipana?,¿puedo utilizar tu diccionario?,flashcards
atikoma jaweki ikainko riki mia,estás en graves problemas.,flashcards
minra isahtoinra boai,estás conduciendo muy rápido.,flashcards
matora joti jake,tienen que volver.,flashcards
eara weniti atipanyamake,no puedo levantarme.,flashcards
¿min boti onana?,¿sabes conducir?,flashcards
rabekaxbira ibakanke korikiyabo,ambos eran extremadamente ricos.,flashcards
jan akara e onanke,sé lo que hizo.,flashcards
¡kikin jakoma!,¡qué arrogante!,flashcards
jaweranora ea ibirai,estoy perdida.,flashcards
¿jainki ja ka?,¿acaso él fue allá?,flashcards
noara yoyo iyosma iki,nunca hablamos.,flashcards
¿en televisor keteati atipana?,¿puedo encender el televisor?,flashcards
jatibira ishtoinra winoke,todo pasó muy rápido.,flashcards
koshi riki mia,te ves fuerte.,flashcards
eara ratemai,me asusta.,flashcards
cometa noyamanon ikanwe,volemos cometas.,flashcards
atikoma jawekira noa yoyo iwanke,debatimos el problema.,flashcards
koraketakeya aite sonkoki.,que tenía bastante maíz.,cuentos
tomanra nishibo boai,tom lleva tirantes.,flashcards
enra ja bimati atipanyamake,no puedo permitirme comprarlo.,flashcards
bewaibo riki,son cantantes.,flashcards
ari yametakeri maaroni iishi.,entonces le cortó todo el cabello.,cuentos
¿min potakasai?,¿querés votar?,flashcards
teetaibora noa maxkake,necesitamos más empleados.,flashcards
orira oi bei iki,está lloviendo allá.,flashcards
ea teai peokoti riki mia,estás empezando a joderme.,flashcards
jaskara jakon iti iki,sería perfecto.,flashcards
oxasra ea yoyo ikai,hablo dormido.,flashcards
"jaskaipein, tsoabi isimeyamake","afortunadamente, nadie resultó herido.",flashcards
jakonra ibiratiki noa kaa,sería mejor irnos.,flashcards
min bemana joshina riki mia,tú estás poniéndote rojo.,flashcards
nokon kenma riki ja bewa,odio esa canción.,flashcards
jatishan iki riki ea,estoy estornudando.,flashcards
chicho niawe,métete adentro.,flashcards
nonra onanke winotai jaweke,conocemos el problema.,flashcards
jaskati kaira en onanke,ya sé cómo va.,flashcards
okanti naye meeka isonkokite notomi.,y dijo que ahora su hijo tenía maíz.,cuentos
enra onanke mia sinata,sé que estás enojado.,flashcards
manatai iwe,sea paciente.,flashcards
ponteti yoyo iwe,di la verdad.,flashcards
oinira ikanai,están mirando.,flashcards
wetsabiresa iti atipanke,podría ser cualquiera.,flashcards
nonki mia akinti atipana,podemos ayudarte.,flashcards
¿mia ebe kai?,¿me acompañas?,flashcards
neno riki noa,estamos acá.,flashcards
enra ninkati atipayamake,no lo puedo oír.,flashcards
eara rabinai,estoy nervioso.,flashcards
jaskaakin atira en onanke,yo sé como hacerlo.,flashcards
moa bewai jenewe,deja de cantar.,flashcards
¿nato tee ikainkoki tsoabi yama?,¿está libre este puesto?,flashcards
tomanra ninkayamapariai,tom todavía no entiende.,flashcards
eara bochikicha rankanke,me ascendieron.,flashcards
¿mia pei kirikaya iki?,¿tienes papel?,flashcards
tomanra jeneyamake,tom luchó.,flashcards
¿jaweti mia maxkata?,¿cuántas necesitas?,flashcards
non shinanara iki mia isini,creíamos que estabas enfermo.,flashcards
jara yoyo ike,él habló.,flashcards
mia yatameta,estás atascado.,flashcards
jawen ikatoninra ja onismake,me conmovió su amabilidad.,flashcards
jawen xetara ibake joxoshaman,sus dientes eran blancos.,flashcards
jatixonbi onankana ibake,todos lo sabían.,flashcards
jaskara yoi riki,es evidente.,flashcards
¿min meratania?,¿encontraste algo?,flashcards
kikin jakoinra,eso sería mortal.,flashcards
"oinwe, oxa keska riki mia",avívate; estás como dormido.,flashcards
ninkatai iwe,sé más flexible.,flashcards
jara moa en onanke,eso ya lo sé.,flashcards
canadienses riki noa,somos canadienses.,flashcards
ninkati riki noa,estamos escuchando.,flashcards
¿mia kenai iamax kenyamai?,¿lo quieres o no?,flashcards
xepoti xepen jenewe,deja la puerta abierta.,flashcards
minra ea yoiti iwanke,podrías habérmelo dicho.,flashcards
shokocha tsininon ikanwe,divirtámonos un poco.,flashcards
¿ea mato betan iti atipana?,¿puedo acompañarles?,flashcards
¿jawe jonekasirin mia?,¿qué estás intentando ocultar?,flashcards
jainbi jenewe,déjalo allí.,flashcards
¿ea mibe baneti atipana?,¿te puedo acompañar?,flashcards
jakonres kenaibo,somos especiales.,flashcards
¿jawe yoyo akirin rama mia?,¿qué estás leyendo ahora?,flashcards
enra onanke min aka,sé lo que hiciste.,flashcards
xeacha riki en,estoy tomada.,flashcards
jakon riki ea,estoy perfectamente.,flashcards
¿min akinti atipana?,¿puedo ayudarle?,flashcards
bakishra en mia kenai,te llamaré mañana.,flashcards
¿jawe min oina?,¿qué viste?,flashcards
¿ramaki ea miba merati atipana?,¿te puedo visitar hoy?,flashcards
¿tsoaki jain ibata?,¿quién estaba allí?,flashcards
wetsa jaweki oinmakasira ibake,estaba intentando distraerla.,flashcards
kopima riki,no costará mucho.,flashcards
noara ikama pari iki,no estamos listos.,flashcards
ja riki nokon poi,ella es mi hermana.,flashcards
min aka ikon,lo hiciste de verdad.,flashcards
ikonira ea pikoti jake,realmente debería salir.,flashcards
¿mia ebe jotiki?,¿vendrías conmigo?,flashcards
noara nonabiri kenai,queremos cuentas separadas.,flashcards
minki ea ninkatai,usted me entiende.,flashcards
ramara ea kikini pikasai,hoy tengo buen apetito.,flashcards
tomas riki jugo xeai.,tomás está tomando jugo.,flashcards
jakon akin xepowe,cierra la puerta firmemente.,flashcards
kikinshaman jakoma,realmente estás imponente.,flashcards
¿jaweki toman ati ja?,¿qué debería hacer tom?,flashcards
potakana riki,está botado.,flashcards
yantainra nokota,llegó demasiado tarde.,flashcards
minra akinaibake,lo prometiste.,flashcards
westiora maxora nokoke,llegó un zorro.,flashcards
westiora kometa noyamanon iwe,volemos una cometa.,flashcards
ea wishataniwe,escríbeme algo.,flashcards
¿min bakish jawebi ayamai?,¿tienes libre mañana?,flashcards
kikin metsaira riki mia,¡eres tan hermoso!,flashcards
enra osainbake,me reí.,flashcards
ninkatara en onanke,sé lo que oí.,flashcards
¿mia ebe kai?,¿me acompañarás?,flashcards
jaskara jisa rabebires,son gemelos.,flashcards
¿min xea?,¿estás ebrio?,flashcards
kikinira teekanai,te trabajan durísimo.,flashcards
¿ea jain bowe?,¿me llevas allá?,flashcards
